STATION,DATE,TMAX,TMIN,TOBS
USW00093725,7/6/57,87,66,
USC00186350,7/7/57,90,68,88
USC00182325,7/7/57,90,65,88
USC00189035,7/7/57,87,67,73
USW00093725,7/7/57,89,70,
USC00186350,7/8/57,89,64,85
USC00182325,7/8/57,89,63,84
USC00189035,7/8/57,89,67,72
USW00093725,7/8/57,87,68,
USC00186350,7/9/57,92,72,91
USC00182325,7/9/57,93,72,90
USC00189035,7/9/57,88,71,75
USW00093725,7/9/57,93,73,
USC00186350,7/10/57,92,68,81
USC00182325,7/10/57,91,65,79
USC00189035,7/10/57,92,66,73
USW00093725,7/10/57,80,67,
USC00186350,7/11/57,85,60,81
USC00182325,7/11/57,84,65,83
USC00189035,7/11/57,82,59,69
USW00093725,7/11/57,85,61,
USC00186350,7/12/57,92,70,91
USC00182325,7/12/57,92,67,91
USC00189035,7/12/57,84,67,72
USW00093725,7/12/57,92,70,
USC00186350,7/13/57,93,73,89
USC00182325,7/13/57,92,70,87
USC00189035,7/13/57,92,70,76
USW00093725,7/13/57,89,74,
USC00186350,7/14/57,93,73,89
USC00182325,7/14/57,92,70,91
USC00189035,7/14/57,89,73,80
USW00093725,7/14/57,92,75,
USC00186350,7/15/57,95,68,94
USC00182325,7/15/57,,,
USC00189035,7/15/57,92,70,79
USW00093725,7/15/57,93,72,
USC00186350,7/16/57,95,62,87
USC00182325,7/16/57,93,62,87
USC00189035,7/16/57,94,63,69
USW00093725,7/16/57,87,65,
USC00186350,7/17/57,90,61,89
USC00182325,7/17/57,88,60,87
USC00189035,7/17/57,87,64,68
USW00093725,7/17/57,87,66,
USC00186350,7/18/57,90,67,89
USC00182325,7/18/57,87,70,84
USC00189035,7/18/57,87,62,73
USW00093725,7/18/57,88,72,
USC00186350,7/19/57,94,59,92
USC00182325,7/19/57,92,59,90
USC00189035,7/19/57,88,62,72
USW00093725,7/19/57,90,64,
USC00186350,7/20/57,98,68,96
USC00182325,7/20/57,96,65,95
USC00189035,7/20/57,91,67,74
USW00093725,7/20/57,97,68,
USC00186350,7/21/57,101,73,100
USC00182325,7/21/57,100,69,99
USC00189035,7/21/57,96,72,78
USW00093725,7/21/57,100,74,
USC00186350,7/22/57,102,78,100
USC00182325,7/22/57,101,73,82
USC00189035,7/22/57,100,76,81
USW00093725,7/22/57,101,77,
USC00186350,7/23/57,101,74,75
USC00182325,7/23/57,89,72,74
USC00189035,7/23/57,101,75,81
USW00093725,7/23/57,85,70,
USC00186350,7/24/57,85,65,79
USC00182325,7/24/57,82,65,80
USC00189035,7/24/57,88,64,67
USW00093725,7/24/57,82,66,
USC00186350,7/25/57,86,59,82
USC00182325,7/25/57,84,56,81
USC00189035,7/25/57,83,61,69
USW00093725,7/25/57,85,63,
USC00186350,7/26/57,87,59,82
USC00182325,7/26/57,84,59,80
USC00189035,7/26/57,84,62,70
USW00093725,7/26/57,82,64,
USC00186350,7/27/57,89,63,87
USC00182325,7/27/57,86,63,83
USC00189035,7/27/57,84,64,72
USW00093725,7/27/57,86,69,
USC00186350,7/28/57,92,66,89
USC00182325,7/28/57,89,65,85
USC00189035,7/28/57,86,65,71
USW00093725,7/28/57,88,68,
USC00186350,7/29/57,95,68,93
USC00182325,7/29/57,94,68,90
USC00189035,7/29/57,90,67,78
USW00093725,7/29/57,91,70,
USC00186350,7/30/57,96,71,79
USC00182325,7/30/57,92,70,85
USC00189035,7/30/57,92,70,74
USW00093725,7/30/57,93,72,
USC00186350,7/31/57,95,72,88
USC00182325,7/31/57,92,69,72
USC00189035,7/31/57,92,70,76
USW00093725,7/31/57,92,71,
USC00186350,8/1/57,94,69,93
USC00182325,8/1/57,92,66,90
USC00189035,8/1/57,94,69,75
USW00093725,8/1/57,92,71,
USC00186350,8/2/57,95,63,93
USC00182325,8/2/57,91,62,90
USC00189035,8/2/57,93,67,76
USW00093725,8/2/57,93,67,
USC00186350,8/3/57,100,67,85
USC00182325,8/3/57,99,65,97
USC00189035,8/3/57,92,69,77
USW00093725,8/3/57,99,72,
USC00186350,8/4/57,99,72,84
USC00182325,8/4/57,98,72,83
USC00189035,8/4/57,97,75,80
USW00093725,8/4/57,87,72,
USC00186350,8/5/57,88,65,80
USC00182325,8/5/57,87,64,78
USC00189035,8/5/57,86,64,71
USW00093725,8/5/57,80,65,
USC00186350,8/6/57,81,54,79
USC00182325,8/6/57,79,54,77
USC00189035,8/6/57,82,55,65
USW00093725,8/6/57,80,58,
USC00186350,8/7/57,85,61,83
USC00182325,8/7/57,82,55,81
USC00189035,8/7/57,80,60,67
USW00093725,8/7/57,83,62,
USC00186350,8/8/57,87,58,85
USC00182325,8/8/57,87,56,85
USC00189035,8/8/57,83,63,69
USW00093725,8/8/57,88,61,
USC00186350,8/9/57,91,67,88
USC00182325,8/9/57,89,66,86
USC00189035,8/9/57,89,68,72
USW00093725,8/9/57,90,70,
USC00186350,8/10/57,89,72,79
USC00182325,8/10/57,86,72,83
USC00189035,8/10/57,90,70,76
USW00093725,8/10/57,87,73,
USC00186350,8/11/57,95,63,89
USC00182325,8/11/57,93,61,92
USC00189035,8/11/57,86,64,73
USW00093725,8/11/57,93,65,
USC00186350,8/12/57,95,73,93
USC00182325,8/12/57,93,68,92
USC00189035,8/12/57,93,71,77
USW00093725,8/12/57,94,72,
USC00186350,8/13/57,94,61,83
USC00182325,8/13/57,92,61,83
USC00189035,8/13/57,95,60,63
USW00093725,8/13/57,83,63,
USC00186350,8/14/57,88,58,86
USC00182325,8/14/57,87,56,86
USC00189035,8/14/57,82,60,67
USW00093725,8/14/57,87,64,
USC00186350,8/15/57,93,70,87
USC00182325,8/15/57,91,71,86
USC00189035,8/15/57,87,66,75
USW00093725,8/15/57,90,74,
USC00186350,8/16/57,96,71,94
USC00182325,8/16/57,94,69,92
USC00189035,8/16/57,92,71,78
USW00093725,8/16/57,92,72,
USC00186350,8/17/57,94,64,79
USC00182325,8/17/57,93,61,79
USC00189035,8/17/57,95,65,68
USW00093725,8/17/57,81,67,
USC00186350,8/18/57,83,58,82
USC00182325,8/18/57,85,57,82
USC00189035,8/18/57,81,61,69
USW00093725,8/18/57,83,63,
USC00186350,8/19/57,82,62,64
USC00182325,8/19/57,82,61,64
USC00189035,8/19/57,84,62,63
USW00093725,8/19/57,68,64,
USC00186350,8/20/57,83,62,81
USC00182325,8/20/57,80,61,80
USC00189035,8/20/57,64,60,64
USW00093725,8/20/57,81,63,
USC00186350,8/21/57,89,58,84
USC00182325,8/21/57,90,57,87
USC00189035,8/21/57,80,58,67
USW00093725,8/21/57,88,61,
USC00186350,8/22/57,87,64,79
USC00182325,8/22/57,88,64,80
USC00189035,8/22/57,88,62,65
USW00093725,8/22/57,82,66,
USC00186350,8/23/57,84,53,81
USC00182325,8/23/57,81,54,81
USC00189035,8/23/57,81,56,63
USW00093725,8/23/57,82,59,
USC00186350,8/24/57,82,52,76
USC00182325,8/24/57,81,52,74
USC00189035,8/24/57,82,56,61
USW00093725,8/24/57,76,57,
USC00186350,8/25/57,76,64,65
USC00182325,8/25/57,74,63,63
USC00189035,8/25/57,78,59,67
USW00093725,8/25/57,70,64,
USC00186350,8/26/57,82,63,80
USC00182325,8/26/57,80,61,76
USC00189035,8/26/57,67,61,64
USW00093725,8/26/57,79,63,
USC00186350,8/27/57,88,66,88
USC00182325,8/27/57,88,63,87
USC00189035,8/27/57,81,63,70
USW00093725,8/27/57,89,68,
USC00186350,8/28/57,88,56,72
USC00182325,8/28/57,87,56,76
USC00189035,8/28/57,89,52,61
USW00093725,8/28/57,79,59,
USC00186350,8/29/57,85,59,79
USC00182325,8/29/57,82,58,81
USC00189035,8/29/57,78,52,65
USW00093725,8/29/57,83,65,
USC00186350,8/30/57,93,64,93
USC00182325,8/30/57,92,65,91
USC00189035,8/30/57,82,63,69
USW00093725,8/30/57,94,69,
USC00186350,8/31/57,93,69,88
USC00182325,8/31/57,92,69,87
USC00189035,8/31/57,93,68,73
USW00093725,8/31/57,90,73,
USC00186350,9/1/57,89,70,78
USC00182325,9/1/57,88,69,85
USC00189035,9/1/57,89,70,72
USW00093725,9/1/57,88,72,
USC00186350,9/2/57,90,66,88
USC00182325,9/2/57,87,64,83
USC00189035,9/2/57,86,68,72
USW00093725,9/2/57,87,70,
USC00186350,9/3/57,94,76,88
USC00182325,9/3/57,93,75,87
USC00189035,9/3/57,89,71,76
USW00093725,9/3/57,93,75,
USC00186350,9/4/57,88,70,85
USC00182325,9/4/57,90,71,88
USC00189035,9/4/57,94,72,73
USW00093725,9/4/57,89,71,
USC00186350,9/5/57,85,58,78
USC00182325,9/5/57,89,56,79
USC00189035,9/5/57,89,58,59
USW00093725,9/5/57,80,62,
USC00186350,9/6/57,82,58,77
USC00182325,9/6/57,80,57,76
USC00189035,9/6/57,80,58,64
USW00093725,9/6/57,78,64,
USC00186350,9/7/57,83,63,81
USC00182325,9/7/57,81,62,77
USC00189035,9/7/57,78,62,67
USW00093725,9/7/57,81,67,
USC00186350,9/8/57,83,65,77
USC00182325,9/8/57,78,63,72
USC00189035,9/8/57,81,62,65
USW00093725,9/8/57,79,65,
USC00186350,9/9/57,79,65,66
USC00182325,9/9/57,71,63,68
USC00189035,9/9/57,78,63,66
USW00093725,9/9/57,71,66,
USC00186350,9/10/57,87,65,85
USC00182325,9/10/57,85,65,75
USC00189035,9/10/57,71,63,71
USW00093725,9/10/57,86,70,
USC00186350,9/11/57,87,67,82
USC00182325,9/11/57,82,67,81
USC00189035,9/11/57,86,66,68
USW00093725,9/11/57,82,68,
USC00186350,9/12/57,90,70,90
USC00182325,9/12/57,90,69,89
USC00189035,9/12/57,82,66,74
USW00093725,9/12/57,90,72,
USC00186350,9/13/57,92,67,91
USC00182325,9/13/57,90,66,88
USC00189035,9/13/57,91,67,72
USW00093725,9/13/57,91,70,
USC00186350,9/14/57,92,70,84
USC00182325,9/14/57,88,71,82
USC00189035,9/14/57,89,70,74
USW00093725,9/14/57,86,71,
USC00186350,9/15/57,90,68,89
USC00182325,9/15/57,88,67,85
USC00189035,9/15/57,84,68,71
USW00093725,9/15/57,88,70,
USC00186350,9/16/57,88,65,85
USC00182325,9/16/57,85,71,81
USC00189035,9/16/57,88,70,72
USW00093725,9/16/57,86,67,
USC00186350,9/17/57,85,65,72
USC00182325,9/17/57,83,66,72
USC00189035,9/17/57,86,65,67
USW00093725,9/17/57,75,67,
USC00186350,9/18/57,76,62,74
USC00182325,9/18/57,77,62,72
USC00189035,9/18/57,73,61,64
USW00093725,9/18/57,76,65,
USC00186350,9/19/57,81,63,81
USC00182325,9/19/57,79,63,77
USC00189035,9/19/57,74,62,65
USW00093725,9/19/57,80,65,
USC00186350,9/20/57,80,60,76
USC00182325,9/20/57,78,61,76
USC00189035,9/20/57,79,61,67
USW00093725,9/20/57,78,66,
USC00186350,9/21/57,88,68,87
USC00182325,9/21/57,86,69,84
USC00189035,9/21/57,72,66,72
USW00093725,9/21/57,88,71,
USC00186350,9/22/57,89,73,87
USC00182325,9/22/57,88,73,86
USC00189035,9/22/57,86,70,74
USW00093725,9/22/57,89,74,
USC00186350,9/23/57,87,65,67
USC00182325,9/23/57,86,65,67
USC00189035,9/23/57,88,64,66
USW00093725,9/23/57,78,63,
USC00186350,9/24/57,71,51,69
USC00182325,9/24/57,68,51,66
USC00189035,9/24/57,72,57,57
USW00093725,9/24/57,69,54,
USC00186350,9/25/57,77,45,74
USC00182325,9/25/57,74,46,73
USC00189035,9/25/57,70,47,51
USW00093725,9/25/57,76,50,
USC00186350,9/26/57,80,55,75
USC00182325,9/26/57,78,52,72
USC00189035,9/26/57,75,49,61
USW00093725,9/26/57,78,56,
USC00186350,9/27/57,75,41,61
USC00182325,9/27/57,73,40,60
USC00189035,9/27/57,78,41,46
USW00093725,9/27/57,63,44,
USC00186350,9/28/57,64,38,61
USC00182325,9/28/57,61,38,58
USC00189035,9/28/57,62,42,45
USW00093725,9/28/57,63,44,
USC00186350,9/29/57,65,44,58
USC00182325,9/29/57,58,44,56
USC00189035,9/29/57,62,43,50
USW00093725,9/29/57,59,48,
USC00186350,9/30/57,65,53,63
USC00182325,9/30/57,65,53,62
USC00189035,9/30/57,57,48,57
USW00093725,9/30/57,64,56,
USC00186350,10/1/57,68,53,66
USC00182325,10/1/57,69,51,67
USC00189035,10/1/57,63,58,59
USW00093725,10/1/57,69,56,
USC00186350,10/2/57,74,55,70
USC00182325,10/2/57,70,52,67
USC00189035,10/2/57,67,55,57
USW00093725,10/2/57,72,56,
USC00186350,10/3/57,71,46,65
USC00182325,10/3/57,69,45,62
USC00189035,10/3/57,73,49,52
USW00093725,10/3/57,67,51,
USC00186350,10/4/57,68,40,64
USC00182325,10/4/57,66,37,63
USC00189035,10/4/57,65,43,47
USW00093725,10/4/57,68,46,
USC00186350,10/5/57,64,52,63
USC00182325,10/5/57,65,45,60
USC00189035,10/5/57,67,45,50
USW00093725,10/5/57,64,50,
USC00186350,10/6/57,62,50,56
USC00182325,10/6/57,61,50,59
USC00189035,10/6/57,64,49,53
USW00093725,10/6/57,59,51,
USC00186350,10/7/57,68,45,66
USC00182325,10/7/57,67,44,63
USC00189035,10/7/57,59,47,50
USW00093725,10/7/57,67,49,
USC00186350,10/8/57,68,53,66
USC00182325,10/8/57,66,51,65
USC00189035,10/8/57,66,49,54
USW00093725,10/8/57,67,54,
USC00186350,10/9/57,75,59,72
USC00182325,10/9/57,72,56,70
USC00189035,10/9/57,68,53,60
USW00093725,10/9/57,73,60,
USC00186350,10/10/57,74,51,66
USC00182325,10/10/57,71,48,69
USC00189035,10/10/57,75,54,57
USW00093725,10/10/57,70,53,
USC00186350,10/11/57,66,43,58
USC00182325,10/11/57,65,42,56
USC00189035,10/11/57,70,44,47
USW00093725,10/11/57,59,45,
USC00186350,10/12/57,60,33,57
USC00182325,10/12/57,57,33,55
USC00189035,10/12/57,59,38,41
USW00093725,10/12/57,60,38,
USC00186350,10/13/57,66,33,58
USC00182325,10/13/57,63,33,61
USC00189035,10/13/57,58,36,40
USW00093725,10/13/57,66,36,
USC00186350,10/14/57,69,35,66
USC00182325,10/14/57,66,35,63
USC00189035,10/14/57,65,37,41
USW00093725,10/14/57,69,39,
USC00186350,10/15/57,70,39,67
USC00182325,10/15/57,68,38,64
USC00189035,10/15/57,68,40,47
USW00093725,10/15/57,69,43,
USC00186350,10/16/57,70,41,67
USC00182325,10/16/57,68,41,63
USC00189035,10/16/57,67,45,49
USW00093725,10/16/57,68,47,
USC00186350,10/17/57,68,52,63
USC00182325,10/17/57,64,49,61
USC00189035,10/17/57,68,47,56
USW00093725,10/17/57,66,56,
USC00186350,10/18/57,65,57,61
USC00182325,10/18/57,63,57,60
USC00189035,10/18/57,65,53,59
USW00093725,10/18/57,62,55,
USC00186350,10/19/57,61,49,57
USC00182325,10/19/57,61,46,54
USC00189035,10/19/57,62,47,51
USW00093725,10/19/57,56,47,
USC00186350,10/20/57,64,44,62
USC00182325,10/20/57,62,41,61
USC00189035,10/20/57,56,42,45
USW00093725,10/20/57,63,45,
USC00186350,10/21/57,65,36,62
USC00182325,10/21/57,63,36,60
USC00189035,10/21/57,64,41,43
USW00093725,10/21/57,65,41,
USC00186350,10/22/57,68,39,67
USC00182325,10/22/57,68,38,65
USC00189035,10/22/57,63,41,45
USW00093725,10/22/57,69,45,
USC00186350,10/23/57,74,39,72
USC00182325,10/23/57,73,39,70
USC00189035,10/23/57,68,43,46
USW00093725,10/23/57,74,47,
USC00186350,10/24/57,72,59,62
USC00182325,10/24/57,71,59,63
USC00189035,10/24/57,73,45,60
USW00093725,10/24/57,66,55,
USC00186350,10/25/57,62,49,53
USC00182325,10/25/57,64,48,50
USC00189035,10/25/57,63,48,49
USW00093725,10/25/57,55,40,
USC00186350,10/26/57,53,35,47
USC00182325,10/26/57,51,35,43
USC00189035,10/26/57,57,35,37
USW00093725,10/26/57,48,37,
USC00186350,10/27/57,47,39,44
USC00182325,10/27/57,47,33,40
USC00189035,10/27/57,49,34,39
USW00093725,10/27/57,47,36,
USC00186350,10/28/57,52,32,49
USC00182325,10/28/57,50,31,47
USC00189035,10/28/57,48,31,36
USW00093725,10/28/57,51,34,
USC00186350,10/29/57,63,38,58
USC00182325,10/29/57,62,32,60
USC00189035,10/29/57,51,35,45
USW00093725,10/29/57,63,38,
USC00186350,10/30/57,58,42,52
USC00182325,10/30/57,61,39,51
USC00189035,10/30/57,61,43,51
USW00093725,10/30/57,56,48,
USC00186350,10/31/57,60,41,56
USC00182325,10/31/57,58,39,55
USC00189035,10/31/57,56,44,46
USW00093725,10/31/57,59,45,
USC00186350,11/1/57,60,52,57
USC00182325,11/1/57,60,49,56
USC00189035,11/1/57,58,44,53
USW00093725,11/1/57,61,54,
USC00186350,11/2/57,61,55,60
USC00182325,11/2/57,61,55,58
USC00189035,11/2/57,60,52,56
USW00093725,11/2/57,61,57,
USC00186350,11/3/57,68,56,63
USC00182325,11/3/57,67,54,61
USC00189035,11/3/57,60,55,60
USW00093725,11/3/57,68,55,
USC00186350,11/4/57,63,47,56
USC00182325,11/4/57,62,44,55
USC00189035,11/4/57,68,46,54
USW00093725,11/4/57,59,50,
USC00186350,11/5/57,60,41,55
USC00182325,11/5/57,59,37,53
USC00189035,11/5/57,61,39,49
USW00093725,11/5/57,59,43,
USC00186350,11/6/57,57,39,51
USC00182325,11/6/57,54,37,48
USC00189035,11/6/57,60,38,43
USW00093725,11/6/57,54,40,
USC00186350,11/7/57,62,33,58
USC00182325,11/7/57,59,29,50
USC00189035,11/7/57,55,34,42
USW00093725,11/7/57,61,35,
USC00186350,11/8/57,69,38,65
USC00182325,11/8/57,67,37,61
USC00189035,11/8/57,60,41,52
USW00093725,11/8/57,67,48,
USC00186350,11/9/57,65,39,43
USC00182325,11/9/57,61,35,42
USC00189035,11/9/57,68,36,44
USW00093725,11/9/57,54,38,
USC00186350,11/10/57,44,32,41
USC00182325,11/10/57,43,31,38
USC00189035,11/10/57,52,30,35
USW00093725,11/10/57,42,33,
USC00186350,11/11/57,46,25,39
USC00182325,11/11/57,44,22,40
USC00189035,11/11/57,43,28,35
USW00093725,11/11/57,46,31,
USC00186350,11/12/57,53,21,48
USC00182325,11/12/57,52,20,42
USC00189035,11/12/57,47,29,36
USW00093725,11/12/57,52,27,
USC00186350,11/13/57,58,24,53
USC00182325,11/13/57,55,23,53
USC00189035,11/13/57,52,29,34
USW00093725,11/13/57,56,30,
USC00186350,11/14/57,62,41,59
USC00182325,11/14/57,61,39,60
USC00189035,11/14/57,56,32,50
USW00093725,11/14/57,62,48,
USC00186350,11/15/57,70,50,67
USC00182325,11/15/57,68,47,67
USC00189035,11/15/57,62,48,56
USW00093725,11/15/57,70,51,
USC00186350,11/16/57,68,43,58
USC00182325,11/16/57,67,42,55
USC00189035,11/16/57,68,46,50
USW00093725,11/16/57,60,48,
USC00186350,11/17/57,62,45,52
USC00182325,11/17/57,64,42,55
USC00189035,11/17/57,60,48,54
USW00093725,11/17/57,63,48,
USC00186350,11/18/57,65,45,52
USC00182325,11/18/57,56,44,55
USC00189035,11/18/57,64,46,49
USW00093725,11/18/57,55,49,
USC00186350,11/19/57,73,52,61
USC00182325,11/19/57,68,42,
USC00189035,11/19/57,67,47,64
USW00093725,11/19/57,73,51,
USC00186350,11/20/57,58,42,48
USC00182325,11/20/57,57,38,52
USC00189035,11/20/57,72,40,43
USW00093725,11/20/57,51,41,
USC00186350,11/21/57,58,36,52
USC00182325,11/21/57,58,34,55
USC00189035,11/21/57,51,35,43
USW00093725,11/21/57,58,38,
USC00186350,11/22/57,53,37,42
USC00182325,11/22/57,55,32,42
USC00189035,11/22/57,59,37,41
USW00093725,11/22/57,51,41,
USC00186350,11/23/57,45,35,38
USC00182325,11/23/57,45,34,37
USC00189035,11/23/57,44,35,37
USW00093725,11/23/57,44,36,
USC00186350,11/24/57,58,37,53
USC00182325,11/24/57,57,35,51
USC00189035,11/24/57,41,34,41
USW00093725,11/24/57,58,40,
USC00186350,11/25/57,53,39,42
USC00182325,11/25/57,52,38,40
USC00189035,11/25/57,58,39,41
USW00093725,11/25/57,46,35,
USC00186350,11/26/57,46,31,40
USC00182325,11/26/57,45,30,39
USC00189035,11/26/57,48,32,38
USW00093725,11/26/57,44,34,
USC00186350,11/27/57,56,25,51
USC00182325,11/27/57,55,25,50
USC00189035,11/27/57,46,30,34
USW00093725,11/27/57,55,31,
USC00186350,11/28/57,59,45,53
USC00182325,11/28/57,58,45,52
USC00189035,11/28/57,55,33,49
USW00093725,11/28/57,58,48,
USC00186350,11/29/57,66,52,58
USC00182325,11/29/57,64,46,47
USC00189035,11/29/57,58,47,56
USW00093725,11/29/57,65,48,
USC00186350,11/30/57,58,39,45
USC00182325,11/30/57,48,37,42
USC00189035,11/30/57,64,40,46
USW00093725,11/30/57,48,36,
USC00186350,12/1/57,45,26,41
USC00182325,12/1/57,43,25,39
USC00189035,12/1/57,46,25,27
USW00093725,12/1/57,43,27,
USC00186350,12/2/57,58,34,52
USC00182325,12/2/57,57,35,47
USC00189035,12/2/57,42,26,39
USW00093725,12/2/57,57,38,
USC00186350,12/3/57,52,31,39
USC00182325,12/3/57,56,29,39
USC00189035,12/3/57,58,34,36
USW00093725,12/3/57,43,33,
USC00186350,12/4/57,39,30,30
USC00182325,12/4/57,40,29,30
USC00189035,12/4/57,42,30,32
USW00093725,12/4/57,33,28,
USC00186350,12/5/57,39,24,34
USC00182325,12/5/57,36,23,33
USC00189035,12/5/57,32,23,25
USW00093725,12/5/57,36,25,
USC00186350,12/6/57,46,17,44
USC00182325,12/6/57,43,16,35
USC00189035,12/6/57,37,23,30
USW00093725,12/6/57,51,28,
USC00186350,12/7/57,53,43,51
USC00182325,12/7/57,55,35,54
USC00189035,12/7/57,50,28,48
USW00093725,12/7/57,55,48,
USC00186350,12/8/57,53,42,42
USC00182325,12/8/57,56,42,42
USC00189035,12/8/57,55,46,47
USW00093725,12/8/57,54,42,
USC00186350,12/9/57,42,40,42
USC00182325,12/9/57,44,40,40
USC00189035,12/9/57,47,40,43
USW00093725,12/9/57,43,37,
USC00186350,12/10/57,42,34,38
USC00182325,12/10/57,42,34,36
USC00189035,12/10/57,43,33,35
USW00093725,12/10/57,40,35,
USC00186350,12/11/57,42,25,25
USC00182325,12/11/57,37,22,22
USC00189035,12/11/57,40,33,37
USW00093725,12/11/57,41,16,
USC00186350,12/12/57,27,12,22
USC00182325,12/12/57,25,10,19
USC00189035,12/12/57,37,11,13
USW00093725,12/12/57,25,13,
USC00186350,12/13/57,35,13,31
USC00182325,12/13/57,34,10,31
USC00189035,12/13/57,25,12,20
USW00093725,12/13/57,34,18,
USC00186350,12/14/57,54,28,48
USC00182325,12/14/57,51,21,36
USC00189035,12/14/57,33,18,32
USW00093725,12/14/57,53,31,
USC00186350,12/15/57,53,32,44
USC00182325,12/15/57,49,29,39
USC00189035,12/15/57,52,30,38
USW00093725,12/15/57,52,38,
USC00186350,12/16/57,58,34,55
USC00182325,12/16/57,56,29,46
USC00189035,12/16/57,51,35,40
USW00093725,12/16/57,57,37,
USC00186350,12/17/57,55,29,44
USC00182325,12/17/57,48,29,38
USC00189035,12/17/57,57,34,36
USW00093725,12/17/57,49,36,
USC00186350,12/18/57,46,32,44
USC00182325,12/18/57,45,31,43
USC00189035,12/18/57,47,33,36
USW00093725,12/18/57,50,37,
USC00186350,12/19/57,64,43,58
USC00182325,12/19/57,59,43,54
USC00189035,12/19/57,53,34,53
USW00093725,12/19/57,60,49,
USC00186350,12/20/57,64,51,61
USC00182325,12/20/57,63,49,60
USC00189035,12/20/57,59,51,59
USW00093725,12/20/57,63,55,
USC00186350,12/21/57,64,47,56
USC00182325,12/21/57,62,42,45
USC00189035,12/21/57,63,46,49
USW00093725,12/21/57,59,43,
USC00186350,12/22/57,60,36,56
USC00182325,12/22/57,45,32,42
USC00189035,12/22/57,59,39,44
USW00093725,12/22/57,58,38,
USC00186350,12/23/57,64,32,62
USC00182325,12/23/57,53,33,53
USC00189035,12/23/57,58,37,40
USW00093725,12/23/57,63,40,
USC00186350,12/24/57,65,40,49
USC00182325,12/24/57,62,49,49
USC00189035,12/24/57,61,39,53
USW00093725,12/24/57,57,41,
USC00186350,12/25/57,54,26,38
USC00182325,12/25/57,50,25,40
USC00189035,12/25/57,57,28,31
USW00093725,12/25/57,42,32,
USC00186350,12/26/57,56,38,44
USC00182325,12/26/57,56,34,42
USC00189035,12/26/57,53,30,41
USW00093725,12/26/57,53,38,
USC00186350,12/27/57,47,37,44
USC00182325,12/27/57,45,36,36
USC00189035,12/27/57,46,37,40
USW00093725,12/27/57,46,35,
USC00186350,12/28/57,50,30,49
USC00182325,12/28/57,49,29,47
USC00189035,12/28/57,47,34,37
USW00093725,12/28/57,50,36,
USC00186350,12/29/57,50,35,41
USC00182325,12/29/57,48,36,38
USC00189035,12/29/57,49,35,37
USW00093725,12/29/57,45,32,
USC00186350,12/30/57,49,27,45
USC00182325,12/30/57,47,26,36
USC00189035,12/30/57,44,30,33
USW00093725,12/30/57,50,30,
USC00186350,12/31/57,50,24,47
USC00182325,12/31/57,48,24,45
USC00189035,12/31/57,49,28,30
USW00093725,12/31/57,49,29,
USC00186350,1/1/58,48,26,41
USC00182325,1/1/58,47,34,34
USC00189035,1/1/58,49,29,44
USW00093725,1/1/58,45,29,
USC00186350,1/2/58,41,18,28
USC00182325,1/2/58,35,22,26
USC00189035,1/2/58,46,22,23
USW00093725,1/2/58,29,22,
USC00186350,1/3/58,34,18,31
USC00182325,1/3/58,33,15,27
USC00189035,1/3/58,30,19,23
USW00093725,1/3/58,33,21,
USC00186350,1/4/58,31,16,28
USC00182325,1/4/58,28,15,22
USC00189035,1/4/58,33,15,17
USW00093725,1/4/58,26,17,
USC00186350,1/5/58,32,22,32
USC00182325,1/5/58,30,14,26
USC00189035,1/5/58,27,16,18
USW00093725,1/5/58,30,18,
USC00186350,1/6/58,46,14,43
USC00182325,1/6/58,45,13,38
USC00189035,1/6/58,32,17,25
USW00093725,1/6/58,45,21,
USC00186350,1/7/58,43,30,32
USC00182325,1/7/58,40,30,33
USC00189035,1/7/58,44,24,36
USW00093725,1/7/58,41,30,
USC00186350,1/8/58,34,21,28
USC00182325,1/8/58,34,23,27
USC00189035,1/8/58,36,22,24
USW00093725,1/8/58,32,25,
USC00186350,1/9/58,35,17,30
USC00182325,1/9/58,33,17,28
USC00189035,1/9/58,32,17,20
USW00093725,1/9/58,33,19,
USC00186350,1/10/58,43,16,38
USC00182325,1/10/58,44,11,36
USC00189035,1/10/58,34,18,23
USW00093725,1/10/58,42,18,
USC00186350,1/11/58,45,22,41
USC00182325,1/11/58,44,19,38
USC00189035,1/11/58,42,22,37
USW00093725,1/11/58,44,26,
USC00186350,1/12/58,42,18,37
USC00182325,1/12/58,38,15,31
USC00189035,1/12/58,45,18,21
USW00093725,1/12/58,38,21,
USC00186350,1/13/58,36,13,33
USC00182325,1/13/58,37,13,34
USC00189035,1/13/58,37,17,21
USW00093725,1/13/58,37,22,
USC00186350,1/14/58,45,31,44
USC00182325,1/14/58,45,32,39
USC00189035,1/14/58,38,19,38
USW00093725,1/14/58,45,34,
USC00186350,1/15/58,44,38,40
USC00182325,1/15/58,42,37,39
USC00189035,1/15/58,44,37,40
USW00093725,1/15/58,42,7,
USC00186350,1/16/58,42,32,35
USC00182325,1/16/58,40,32,35
USC00189035,1/16/58,41,32,33
USW00093725,1/16/58,37,33,
USC00186350,1/17/58,39,30,35
USC00182325,1/17/58,37,30,33
USC00189035,1/17/58,37,30,31
USW00093725,1/17/58,38,32,
USC00186350,1/18/58,37,25,30
USC00182325,1/18/58,35,29,30
USC00189035,1/18/58,38,30,31
USW00093725,1/18/58,34,25,
USC00186350,1/19/58,35,20,32
USC00182325,1/19/58,34,20,31
