1880,12,31,1881,1,1,2,8,1,9.7,8,1,-6.2,8,1
1881,1,1,1881,1,2,2.4,8,1,6.3,8,1,-0.7,8,1
1881,1,2,1881,1,3,1.4,8,1,9.7,8,1,-3.4,8,1
1881,1,3,1881,1,4,0.6,8,1,10.1,8,1,-5.8,8,1
1881,1,4,1881,1,5,0.8,8,1,11.3,8,1,-5.8,8,1
1881,1,5,1881,1,6,2,8,1,11.3,8,1,-4.3,8,1
1881,1,6,1881,1,7,2,8,1,7.3,8,1,-2.2,8,1
1881,1,7,1881,1,8,0.5,8,1,6.6,8,1,-6.8,8,1
1881,1,8,1881,1,9,1.9,8,1,8.4,8,1,-6.8,8,1
1881,1,9,1881,1,10,1.5,8,1,8.4,8,1,-5.3,8,1
1881,1,10,1881,1,11,-1.2,8,1,5.5,8,1,-9.2,8,1
1881,1,11,1881,1,12,-1.6,8,1,6.1,8,1,-9.2,8,1
1881,1,12,1881,1,13,0.2,8,1,6.1,8,1,-6.9,8,1
1881,1,13,1881,1,14,0.2,8,1,7.5,8,1,-4.8,8,1
1881,1,14,1881,1,15,-0.5,8,1,9.3,8,1,-5.9,8,1
1881,1,15,1881,1,16,1.4,8,1,9.3,8,1,-5.9,8,1
1881,1,16,1881,1,17,2.3,8,1,8.3,8,1,-4.2,8,1
1881,1,17,1881,1,18,1.7,8,1,8.3,8,1,-2.4,8,1
1881,1,18,1881,1,19,1.4,8,1,6.7,8,1,-2.4,8,1
1881,1,19,1881,1,20,0.8,8,1,6.5,8,1,-3.8,8,1
1881,1,20,1881,1,21,0.5,8,1,6.5,8,1,-6.3,8,1
1881,1,21,1881,1,22,-0.2,8,1,2.9,8,1,-6.3,8,1
1881,1,22,1881,1,23,0.1,8,1,6.6,8,1,-4.6,8,1
1881,1,23,1881,1,24,0.8,8,1,6.6,8,1,-3.3,8,1
1881,1,24,1881,1,25,-1,8,1,4.5,8,1,-5.2,8,1
1881,1,25,1881,1,26,-1.7,8,1,2.2,8,1,-5.7,8,1
1881,1,26,1881,1,27,-0.8,8,1,6.2,8,1,-5.7,8,1
1881,1,27,1881,1,28,1.6,8,1,10.1,8,1,-5.3,8,1
1881,1,28,1881,1,29,2.9,8,1,10.1,8,1,-5.3,8,1
1881,1,29,1881,1,30,0.2,8,1,5.9,8,1,-5.2,8,1
1881,1,30,1881,1,31,-2.3,8,1,2.8,8,1,-6.5,8,1
1881,1,31,1881,2,1,-2.6,8,1,4.7,8,1,-7.8,8,1
1881,2,1,1881,2,2,1.1,8,1,9.6,8,1,-7.8,8,1
1881,2,2,1881,2,3,4.6,8,1,9.6,8,1,-3.7,8,1
1881,2,3,1881,2,4,3.1,8,1,8.5,8,1,-3.3,8,1
1881,2,4,1881,2,5,0.2,8,1,6.3,8,1,-5.8,8,1
1881,2,5,1881,2,6,-1,8,1,4.8,8,1,-7.3,8,1
1881,2,6,1881,2,7,-0.2,8,1,5.9,8,1,-7.3,8,1
1881,2,7,1881,2,8,0.6,8,1,7.2,8,1,-7.2,8,1
1881,2,8,1881,2,9,0.9,8,1,9,8,1,-4.7,8,1
1881,2,9,1881,2,10,2.8,8,1,11.1,8,1,-5.3,8,1
1881,2,10,1881,2,11,2.2,8,1,11.1,8,1,-5.3,8,1
1881,2,11,1881,2,12,0,8,1,4.3,8,1,-7.5,8,1
1881,2,12,1881,2,13,0.9,8,1,7.6,8,1,-7.5,8,1
