"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMIN","TOBS"
"USC00186350","38.9133","-76.97","15.2","1957-09-07","83","63","81"
"USC00186350","38.9133","-76.97","15.2","1957-09-08","83","65","77"
"USC00186350","38.9133","-76.97","15.2","1957-09-09","79","65","66"
"USC00186350","38.9133","-76.97","15.2","1957-09-10","87","65","85"
"USC00186350","38.9133","-76.97","15.2","1957-09-11","87","67","82"
"USC00186350","38.9133","-76.97","15.2","1957-09-12","90","70","90"
"USC00186350","38.9133","-76.97","15.2","1957-09-13","92","67","91"
"USC00186350","38.9133","-76.97","15.2","1957-09-14","92","70","84"
"USC00186350","38.9133","-76.97","15.2","1957-09-15","90","68","89"
"USC00186350","38.9133","-76.97","15.2","1957-09-16","88","65","85"
"USC00186350","38.9133","-76.97","15.2","1957-09-17","85","65","72"
"USC00186350","38.9133","-76.97","15.2","1957-09-18","76","62","74"
"USC00186350","38.9133","-76.97","15.2","1957-09-19","81","63","81"
"USC00186350","38.9133","-76.97","15.2","1957-09-20","80","60","76"
"USC00186350","38.9133","-76.97","15.2","1957-09-21","88","68","87"
"USC00186350","38.9133","-76.97","15.2","1957-09-22","89","73","87"
"USC00186350","38.9133","-76.97","15.2","1957-09-23","87","65","67"
"USC00186350","38.9133","-76.97","15.2","1957-09-24","71","51","69"
"USC00186350","38.9133","-76.97","15.2","1957-09-25","77","45","74"
"USC00186350","38.9133","-76.97","15.2","1957-09-26","80","55","75"
"USC00186350","38.9133","-76.97","15.2","1957-09-27","75","41","61"
"USC00186350","38.9133","-76.97","15.2","1957-09-28","64","38","61"
"USC00186350","38.9133","-76.97","15.2","1957-09-29","65","44","58"
"USC00186350","38.9133","-76.97","15.2","1957-09-30","65","53","63"
"USC00186350","38.9133","-76.97","15.2","1957-10-01","68","53","66"
"USC00186350","38.9133","-76.97","15.2","1957-10-02","74","55","70"
"USC00186350","38.9133","-76.97","15.2","1957-10-03","71","46","65"
"USC00186350","38.9133","-76.97","15.2","1957-10-04","68","40","64"
"USC00186350","38.9133","-76.97","15.2","1957-10-05","64","52","63"
"USC00186350","38.9133","-76.97","15.2","1957-10-06","62","50","56"
"USC00186350","38.9133","-76.97","15.2","1957-10-07","68","45","66"
"USC00186350","38.9133","-76.97","15.2","1957-10-08","68","53","66"
"USC00186350","38.9133","-76.97","15.2","1957-10-09","75","59","72"
"USC00186350","38.9133","-76.97","15.2","1957-10-10","74","51","66"
"USC00186350","38.9133","-76.97","15.2","1957-10-11","66","43","58"
"USC00186350","38.9133","-76.97","15.2","1957-10-12","60","33","57"
"USC00186350","38.9133","-76.97","15.2","1957-10-13","66","33","58"
"USC00186350","38.9133","-76.97","15.2","1957-10-14","69","35","66"
"USC00186350","38.9133","-76.97","15.2","1957-10-15","70","39","67"
"USC00186350","38.9133","-76.97","15.2","1957-10-16","70","41","67"
"USC00186350","38.9133","-76.97","15.2","1957-10-17","68","52","63"
"USC00186350","38.9133","-76.97","15.2","1957-10-18","65","57","61"
"USC00186350","38.9133","-76.97","15.2","1957-10-19","61","49","57"
"USC00186350","38.9133","-76.97","15.2","1957-10-20","64","44","62"
"USC00186350","38.9133","-76.97","15.2","1957-10-21","65","36","62"
"USC00186350","38.9133","-76.97","15.2","1957-10-22","68","39","67"
"USC00186350","38.9133","-76.97","15.2","1957-10-23","74","39","72"
"USC00186350","38.9133","-76.97","15.2","1957-10-24","72","59","62"
"USC00186350","38.9133","-76.97","15.2","1957-10-25","62","49","53"
"USC00186350","38.9133","-76.97","15.2","1957-10-26","53","35","47"
"USC00186350","38.9133","-76.97","15.2","1957-10-27","47","39","44"
"USC00186350","38.9133","-76.97","15.2","1957-10-28","52","32","49"
"USC00186350","38.9133","-76.97","15.2","1957-10-29","63","38","58"
"USC00186350","38.9133","-76.97","15.2","1957-10-30","58","42","52"
"USC00186350","38.9133","-76.97","15.2","1957-10-31","60","41","56"
"USC00186350","38.9133","-76.97","15.2","1957-11-01","60","52","57"
"USC00186350","38.9133","-76.97","15.2","1957-11-02","61","55","60"
"USC00186350","38.9133","-76.97","15.2","1957-11-03","68","56","63"
"USC00186350","38.9133","-76.97","15.2","1957-11-04","63","47","56"
"USC00186350","38.9133","-76.97","15.2","1957-11-05","60","41","55"
"USC00186350","38.9133","-76.97","15.2","1957-11-06","57","39","51"
"USC00186350","38.9133","-76.97","15.2","1957-11-07","62","33","58"
"USC00186350","38.9133","-76.97","15.2","1957-11-08","69","38","65"
"USC00186350","38.9133","-76.97","15.2","1957-11-09","65","39","43"
"USC00186350","38.9133","-76.97","15.2","1957-11-10","44","32","41"
"USC00186350","38.9133","-76.97","15.2","1957-11-11","46","25","39"
"USC00186350","38.9133","-76.97","15.2","1957-11-12","53","21","48"
"USC00186350","38.9133","-76.97","15.2","1957-11-13","58","24","53"
"USC00186350","38.9133","-76.97","15.2","1957-11-14","62","41","59"
"USC00186350","38.9133","-76.97","15.2","1957-11-15","70","50","67"
"USC00186350","38.9133","-76.97","15.2","1957-11-16","68","43","58"
"USC00186350","38.9133","-76.97","15.2","1957-11-17","62","45","52"
"USC00186350","38.9133","-76.97","15.2","1957-11-18","65","45","52"
"USC00186350","38.9133","-76.97","15.2","1957-11-19","73","52","61"
"USC00186350","38.9133","-76.97","15.2","1957-11-20","58","42","48"
"USC00186350","38.9133","-76.97","15.2","1957-11-21","58","36","52"
"USC00186350","38.9133","-76.97","15.2","1957-11-22","53","37","42"
"USC00186350","38.9133","-76.97","15.2","1957-11-23","45","35","38"
"USC00186350","38.9133","-76.97","15.2","1957-11-24","58","37","53"
"USC00186350","38.9133","-76.97","15.2","1957-11-25","53","39","42"
"USC00186350","38.9133","-76.97","15.2","1957-11-26","46","31","40"
"USC00186350","38.9133","-76.97","15.2","1957-11-27","56","25","51"
"USC00186350","38.9133","-76.97","15.2","1957-11-28","59","45","53"
"USC00186350","38.9133","-76.97","15.2","1957-11-29","66","52","58"
"USC00186350","38.9133","-76.97","15.2","1957-11-30","58","39","45"
"USC00186350","38.9133","-76.97","15.2","1957-12-01","45","26","41"
"USC00186350","38.9133","-76.97","15.2","1957-12-02","58","34","52"
"USC00186350","38.9133","-76.97","15.2","1957-12-03","52","31","39"
"USC00186350","38.9133","-76.97","15.2","1957-12-04","39","30","30"
"USC00186350","38.9133","-76.97","15.2","1957-12-05","39","24","34"
"USC00186350","38.9133","-76.97","15.2","1957-12-06","46","17","44"
"USC00186350","38.9133","-76.97","15.2","1957-12-07","53","43","51"
"USC00186350","38.9133","-76.97","15.2","1957-12-08","53","42","42"
"USC00186350","38.9133","-76.97","15.2","1957-12-09","42","40","42"
"USC00186350","38.9133","-76.97","15.2","1957-12-10","42","34","38"
"USC00186350","38.9133","-76.97","15.2","1957-12-11","42","25","25"
"USC00186350","38.9133","-76.97","15.2","1957-12-12","27","12","22"
"USC00186350","38.9133","-76.97","15.2","1957-12-13","35","13","31"
"USC00186350","38.9133","-76.97","15.2","1957-12-14","54","28","48"
"USC00186350","38.9133","-76.97","15.2","1957-12-15","53","32","44"
"USC00186350","38.9133","-76.97","15.2","1957-12-16","58","34","55"
"USC00186350","38.9133","-76.97","15.2","1957-12-17","55","29","44"
"USC00186350","38.9133","-76.97","15.2","1957-12-18","46","32","44"
"USC00186350","38.9133","-76.97","15.2","1957-12-19","64","43","58"
"USC00186350","38.9133","-76.97","15.2","1957-12-20","64","51","61"
"USC00186350","38.9133","-76.97","15.2","1957-12-21","64","47","56"
"USC00186350","38.9133","-76.97","15.2","1957-12-22","60","36","56"
"USC00186350","38.9133","-76.97","15.2","1957-12-23","64","32","62"
"USC00186350","38.9133","-76.97","15.2","1957-12-24","65","40","49"
"USC00186350","38.9133","-76.97","15.2","1957-12-25","54","26","38"
"USC00186350","38.9133","-76.97","15.2","1957-12-26","56","38","44"
"USC00186350","38.9133","-76.97","15.2","1957-12-27","47","37","44"
"USC00186350","38.9133","-76.97","15.2","1957-12-28","50","30","49"
"USC00186350","38.9133","-76.97","15.2","1957-12-29","50","35","41"
"USC00186350","38.9133","-76.97","15.2","1957-12-30","49","27","45"
"USC00186350","38.9133","-76.97","15.2","1957-12-31","50","24","47"
"USC00186350","38.9133","-76.97","15.2","1958-01-01","48","26","41"
"USC00186350","38.9133","-76.97","15.2","1958-01-02","41","18","28"
"USC00186350","38.9133","-76.97","15.2","1958-01-03","34","18","31"
"USC00186350","38.9133","-76.97","15.2","1958-01-04","31","16","28"
"USC00186350","38.9133","-76.97","15.2","1958-01-05","32","22","32"
"USC00186350","38.9133","-76.97","15.2","1958-01-06","46","14","43"
"USC00186350","38.9133","-76.97","15.2","1958-01-07","43","30","32"
"USC00186350","38.9133","-76.97","15.2","1958-01-08","34","21","28"
"USC00186350","38.9133","-76.97","15.2","1958-01-09","35","17","30"
"USC00186350","38.9133","-76.97","15.2","1958-01-10","43","16","38"
"USC00186350","38.9133","-76.97","15.2","1958-01-11","45","22","41"
"USC00186350","38.9133","-76.97","15.2","1958-01-12","42","18","37"
"USC00186350","38.9133","-76.97","15.2","1958-01-13","36","13","33"
"USC00186350","38.9133","-76.97","15.2","1958-01-14","45","31","44"
"USC00186350","38.9133","-76.97","15.2","1958-01-15","44","38","40"
"USC00186350","38.9133","-76.97","15.2","1958-01-16","42","32","35"
"USC00186350","38.9133","-76.97","15.2","1958-01-17","39","30","35"
"USC00186350","38.9133","-76.97","15.2","1958-01-18","37","25","30"
"USC00186350","38.9133","-76.97","15.2","1958-01-19","35","20","32"
"USC00186350","38.9133","-76.97","15.2","1958-01-20","44","19","40"
"USC00186350","38.9133","-76.97","15.2","1958-01-21","40","27","37"
"USC00186350","38.9133","-76.97","15.2","1958-01-22","56","37","42"
"USC00186350","38.9133","-76.97","15.2","1958-01-23","48","35","46"
"USC00186350","38.9133","-76.97","15.2","1958-01-24","47","26","32"
"USC00186350","38.9133","-76.97","15.2","1958-01-25","46","30","40"
"USC00186350","38.9133","-76.97","15.2","1958-01-26","45","35","41"
"USC00186350","38.9133","-76.97","15.2","1958-01-27","51","30","48"
"USC00186350","38.9133","-76.97","15.2","1958-01-28","50","34","42"
"USC00186350","38.9133","-76.97","15.2","1958-01-29","45","32","40"
"USC00186350","38.9133","-76.97","15.2","1958-01-30","46","30","42"
"USC00186350","38.9133","-76.97","15.2","1958-01-31","44","30","41"
"USC00186350","38.9133","-76.97","15.2","1958-02-01","39","23","34"
"USC00186350","38.9133","-76.97","15.2","1958-02-02","38","22","35"
"USC00186350","38.9133","-76.97","15.2","1958-02-03","35","24","29"
"USC00186350","38.9133","-76.97","15.2","1958-02-04","38","25","36"
"USC00186350","38.9133","-76.97","15.2","1958-02-05","38","26","35"
"USC00186350","38.9133","-76.97","15.2","1958-02-06","47","31","42"
"USC00186350","38.9133","-76.97","15.2","1958-02-07","43","34","36"
"USC00186350","38.9133","-76.97","15.2","1958-02-08","38","20","21"
"USC00186350","38.9133","-76.97","15.2","1958-02-09","21","11","18"
"USC00186350","38.9133","-76.97","15.2","1958-02-10","27","13","22"
"USC00186350","38.9133","-76.97","15.2","1958-02-11","35","7","34"
"USC00186350","38.9133","-76.97","15.2","1958-02-12","34","17","31"
"USC00186350","38.9133","-76.97","15.2","1958-02-13","33","15","25"
"USC00186350","38.9133","-76.97","15.2","1958-02-14","32","17","31"
"USC00186350","38.9133","-76.97","15.2","1958-02-15","32","22","30"
"USC00186350","38.9133","-76.97","15.2","1958-02-16","30","22","24"
"USC00186350","38.9133","-76.97","15.2","1958-02-17","24","6","15"
"USC00186350","38.9133","-76.97","15.2","1958-02-18","19","3","16"
"USC00186350","38.9133","-76.97","15.2","1958-02-19","34","13","32"
"USC00186350","38.9133","-76.97","15.2","1958-02-20","36","24","35"
"USC00186350","38.9133","-76.97","15.2","1958-02-21","48","21","45"
"USC00186350","38.9133","-76.97","15.2","1958-02-22","49","35","44"
"USC00186350","38.9133","-76.97","15.2","1958-02-23","46","21","44"
"USC00186350","38.9133","-76.97","15.2","1958-02-24","64","26","59"
"USC00186350","38.9133","-76.97","15.2","1958-02-25","61","40","52"
"USC00186350","38.9133","-76.97","15.2","1958-02-26","52","30","39"
"USC00186350","38.9133","-76.97","15.2","1958-02-27","45","34","42"
"USC00186350","38.9133","-76.97","15.2","1958-02-28","58","39","56"
"USC00186350","38.9133","-76.97","15.2","1958-03-01","58","39","47"
"USC00186350","38.9133","-76.97","15.2","1958-03-02","54","32","51"
"USC00186350","38.9133","-76.97","15.2","1958-03-03","60","36","45"
"USC00186350","38.9133","-76.97","15.2","1958-03-04","47","31","43"
"USC00186350","38.9133","-76.97","15.2","1958-03-05","51","31","48"
"USC00186350","38.9133","-76.97","15.2","1958-03-06","59","33","55"
"USC00186350","38.9133","-76.97","15.2","1958-03-07","57","35","50"
"USC00186350","38.9133","-76.97","15.2","1958-03-08","54","33","52"
"USC00186350","38.9133","-76.97","15.2","1958-03-09","52","27","35"
"USC00186350","38.9133","-76.97","15.2","1958-03-10","51","30","49"
"USC00186350","38.9133","-76.97","15.2","1958-03-11","51","31","45"
"USC00186350","38.9133","-76.97","15.2","1958-03-12","49","34","47"
"USC00186350","38.9133","-76.97","15.2","1958-03-13","47","26","32"
"USC00186350","38.9133","-76.97","15.2","1958-03-14","42","31","40"
"USC00186350","38.9133","-76.97","15.2","1958-03-15","45","34","40"
"USC00186350","38.9133","-76.97","15.2","1958-03-16","44","34","42"
"USC00186350","38.9133","-76.97","15.2","1958-03-17","46","34","42"
"USC00186350","38.9133","-76.97","15.2","1958-03-18","47","34","38"
"USC00186350","38.9133","-76.97","15.2","1958-03-19","39","32","32"
"USC00186350","38.9133","-76.97","15.2","1958-03-20","36","27","34"
"USC00186350","38.9133","-76.97","15.2","1958-03-21","40","31","37"
"USC00186350","38.9133","-76.97","15.2","1958-03-22","50","34","48"
"USC00186350","38.9133","-76.97","15.2","1958-03-23","53","34","51"
"USC00186350","38.9133","-76.97","15.2","1958-03-24","52","26","45"
"USC00186350","38.9133","-76.97","15.2","1958-03-25","44","36","41"
"USC00186350","38.9133","-76.97","15.2","1958-03-26","44","40","40"
"USC00186350","38.9133","-76.97","15.2","1958-03-27","44","35","42"
"USC00186350","38.9133","-76.97","15.2","1958-03-28","57","30","53"
"USC00186350","38.9133","-76.97","15.2","1958-03-29","60","33","52"
"USC00186350","38.9133","-76.97","15.2","1958-03-30","54","38","50"
"USC00186350","38.9133","-76.97","15.2","1958-03-31","50","38","43"
"USC00186350","38.9133","-76.97","15.2","1958-04-01","57","38","53"
"USC00186350","38.9133","-76.97","15.2","1958-04-02","61","38","58"
"USC00186350","38.9133","-76.97","15.2","1958-04-03","60","35","58"
"USC00186350","38.9133","-76.97","15.2","1958-04-04","63","36","59"
"USC00186350","38.9133","-76.97","15.2","1958-04-05","59","37","54"
"USC00186350","38.9133","-76.97","15.2","1958-04-06","61","46","57"
"USC00186350","38.9133","-76.97","15.2","1958-04-07","62","45","54"
"USC00186350","38.9133","-76.97","15.2","1958-04-08","58","35","56"
"USC00186350","38.9133","-76.97","15.2","1958-04-09","58","34","53"
"USC00186350","38.9133","-76.97","15.2","1958-04-10","55","37","49"
"USC00186350","38.9133","-76.97","15.2","1958-04-11","49","39","43"
"USC00186350","38.9133","-76.97","15.2","1958-04-12","50","39","46"
"USC00186350","38.9133","-76.97","15.2","1958-04-13","65","42","61"
"USC00186350","38.9133","-76.97","15.2","1958-04-14","72","43","70"
"USC00186350","38.9133","-76.97","15.2","1958-04-15","70","40","72"
"USC00186350","38.9133","-76.97","15.2","1958-04-16","74","48","65"
"USC00186350","38.9133","-76.97","15.2","1958-04-17","74","44","71"
"USC00186350","38.9133","-76.97","15.2","1958-04-18","82","42","81"
"USC00186350","38.9133","-76.97","15.2","1958-04-19","85","55","81"
"USC00186350","38.9133","-76.97","15.2","1958-04-20","85","53","68"
"USC00186350","38.9133","-76.97","15.2","1958-04-21","82","62","77"
"USC00186350","38.9133","-76.97","15.2","1958-04-22","78","56","68"
"USC00186350","38.9133","-76.97","15.2","1958-04-23","72","55","69"
"USC00186350","38.9133","-76.97","15.2","1958-04-24","71","53","70"
"USC00186350","38.9133","-76.97","15.2","1958-04-25","73","55","65"
"USC00186350","38.9133","-76.97","15.2","1958-04-26","68","42","63"
"USC00186350","38.9133","-76.97","15.2","1958-04-27","63","45","45"
"USC00186350","38.9133","-76.97","15.2","1958-04-28","69","45","68"
"USC00186350","38.9133","-76.97","15.2","1958-04-29","79","60","74"
"USC00186350","38.9133","-76.97","15.2","1958-04-30","75","47","62"
"USC00186350","38.9133","-76.97","15.2","1958-05-01","64","49","58"
"USC00186350","38.9133","-76.97","15.2","1958-05-02","75","55","70"
"USC00186350","38.9133","-76.97","15.2","1958-05-03","72","57","63"
"USC00186350","38.9133","-76.97","15.2","1958-05-04","88","63","82"
"USC00186350","38.9133","-76.97","15.2","1958-05-05","82","50","50"
"USC00186350","38.9133","-76.97","15.2","1958-05-06","51","45","49"
"USC00186350","38.9133","-76.97","15.2","1958-05-07","50","44","50"
"USC00186350","38.9133","-76.97","15.2","1958-05-08","70","46","68"
"USC00186350","38.9133","-76.97","15.2","1958-05-09","74","50","66"
"USC00186350","38.9133","-76.97","15.2","1958-05-10","72","46","62"
"USC00186350","38.9133","-76.97","15.2","1958-05-11","80","52","76"
"USC00186350","38.9133","-76.97","15.2","1958-05-12","78","61","77"
"USC00186350","38.9133","-76.97","15.2","1958-05-13","79","50","73"
"USC00186350","38.9133","-76.97","15.2","1958-05-14","77","43","75"
"USC00186350","38.9133","-76.97","15.2","1958-05-15","78","55","69"
"USC00186350","38.9133","-76.97","15.2","1958-05-16","80","53","78"
"USC00186350","38.9133","-76.97","15.2","1958-05-17","80","50","76"
"USC00186350","38.9133","-76.97","15.2","1958-05-18","85","62","82"
"USC00186350","38.9133","-76.97","15.2","1958-05-19","82","66","75"
"USC00186350","38.9133","-76.97","15.2","1958-05-20","76","58","74"
"USC00186350","38.9133","-76.97","15.2","1958-05-21","78","58","76"
"USC00186350","38.9133","-76.97","15.2","1958-05-22","81","46","80"
"USC00186350","38.9133","-76.97","15.2","1958-05-23","80","62","72"
"USC00186350","38.9133","-76.97","15.2","1958-05-24","76","49","70"
"USC00186350","38.9133","-76.97","15.2","1958-05-25","80","63","66"
"USC00186350","38.9133","-76.97","15.2","1958-05-26","79","59","73"
"USC00186350","38.9133","-76.97","15.2","1958-05-27","80","44","78"
"USC00186350","38.9133","-76.97","15.2","1958-05-28","79","55","75"
"USC00186350","38.9133","-76.97","15.2","1958-05-29","75","50","72"
"USC00186350","38.9133","-76.97","15.2","1958-05-30","81","56","81"
"USC00186350","38.9133","-76.97","15.2","1958-05-31","88","65","87"
"USC00186350","38.9133","-76.97","15.2","1958-06-01","88","60","83"
"USC00186350","38.9133","-76.97","15.2","1958-06-02","83","64","78"
"USC00186350","38.9133","-76.97","15.2","1958-06-03","78","58","66"
"USC00186350","38.9133","-76.97","15.2","1958-06-04","77","52","75"
"USC00186350","38.9133","-76.97","15.2","1958-06-05","80","51","78"
"USC00186350","38.9133","-76.97","15.2","1958-06-06","78","66","75"
"USC00186350","38.9133","-76.97","15.2","1958-06-07","77","48","72"
"USC00186350","38.9133","-76.97","15.2","1958-06-08","82","56","80"
"USC00186350","38.9133","-76.97","15.2","1958-06-09","91","71","88"
"USC00186350","38.9133","-76.97","15.2","1958-06-10","92","68","89"
"USC00186350","38.9133","-76.97","15.2","1958-06-11","93","73","74"
"USC00186350","38.9133","-76.97","15.2","1958-06-12","87","66","86"
"USC00186350","38.9133","-76.97","15.2","1958-06-13","89","70","84"
"USC00186350","38.9133","-76.97","15.2","1958-06-14","87","72","80"
"USC00186350","38.9133","-76.97","15.2","1958-06-15","81","57","63"
"USC00186350","38.9133","-76.97","15.2","1958-06-16","78","55","75"
"USC00186350","38.9133","-76.97","15.2","1958-06-17","80","59","76"
"USC00186350","38.9133","-76.97","15.2","1958-06-18","80","50","73"
"USC00186350","38.9133","-76.97","15.2","1958-06-19","78","53","76"
"USC00186350","38.9133","-76.97","15.2","1958-06-20","78","59","61"
"USC00186350","38.9133","-76.97","15.2","1958-06-21","74","57","62"
"USC00186350","38.9133","-76.97","15.2","1958-06-22","76","53","73"
"USC00186350","38.9133","-76.97","15.2","1958-06-23","74","55","66"
"USC00186350","38.9133","-76.97","15.2","1958-06-24","76","53","72"
"USC00186350","38.9133","-76.97","15.2","1958-06-25","88","59","84"
"USC00186350","38.9133","-76.97","15.2","1958-06-26","90","72","72"
"USC00186350","38.9133","-76.97","15.2","1958-06-27","88","59","76"
"USC00186350","38.9133","-76.97","15.2","1958-06-28","79","63","79"
"USC00186350","38.9133","-76.97","15.2","1958-06-29","87","58","84"
"USC00186350","38.9133","-76.97","15.2","1958-06-30","88","65","86"
"USC00186350","38.9133","-76.97","15.2","1958-07-01","92","69","88"
"USC00186350","38.9133","-76.97","15.2","1958-07-02","93","71","91"
"USC00186350","38.9133","-76.97","15.2","1958-07-03","94","72","91"
"USC00186350","38.9133","-76.97","15.2","1958-07-04","94","68","90"
"USC00186350","38.9133","-76.97","15.2","1958-07-05","93","72","90"
"USC00186350","38.9133","-76.97","15.2","1958-07-06","93","74","86"
"USC00186350","38.9133","-76.97","15.2","1958-07-07","90","68","86"
"USC00186350","38.9133","-76.97","15.2","1958-07-08","91","73","86"
"USC00186350","38.9133","-76.97","15.2","1958-07-09","86","65","67"
"USC00186350","38.9133","-76.97","15.2","1958-07-10","87","61","83"
"USC00186350","38.9133","-76.97","15.2","1958-07-11","91","73","76"
"USC00186350","38.9133","-76.97","15.2","1958-07-12","88","69","72"
"USC00186350","38.9133","-76.97","15.2","1958-07-13","88","66","84"
"USC00186350","38.9133","-76.97","15.2","1958-07-14","82","68","79"
"USC00186350","38.9133","-76.97","15.2","1958-07-15","92","73","89"
"USC00186350","38.9133","-76.97","15.2","1958-07-16","90","74","88"
"USC00186350","38.9133","-76.97","15.2","1958-07-17","88","71","79"
"USC00186350","38.9133","-76.97","15.2","1958-07-18","79","60","67"
"USC00186350","38.9133","-76.97","15.2","1958-07-19","86","64","84"
"USC00186350","38.9133","-76.97","15.2","1958-07-20","84","62","78"
"USC00186350","38.9133","-76.97","15.2","1958-07-21","78","60","75"
"USC00186350","38.9133","-76.97","15.2","1958-07-22","85","68","84"
"USC00186350","38.9133","-76.97","15.2","1958-07-23","84","71","74"
"USC00186350","38.9133","-76.97","15.2","1958-07-24","82","73","82"
"USC00186350","38.9133","-76.97","15.2","1958-07-25","88","68","85"
"USC00186350","38.9133","-76.97","15.2","1958-07-26","91","70","87"
"USC00186350","38.9133","-76.97","15.2","1958-07-27","89","70","83"
"USC00186350","38.9133","-76.97","15.2","1958-07-28","91","71","86"
"USC00186350","38.9133","-76.97","15.2","1958-07-29","90","70","85"
"USC00186350","38.9133","-76.97","15.2","1958-07-30","92","65","89"
"USC00186350","38.9133","-76.97","15.2","1958-07-31","96","71","91"
"USC00186350","38.9133","-76.97","15.2","1958-08-01","93","68","69"
"USC00186350","38.9133","-76.97","15.2","1958-08-02","86","63","79"
"USC00186350","38.9133","-76.97","15.2","1958-08-03","79","64","70"
"USC00186350","38.9133","-76.97","15.2","1958-08-04","84","59","80"
"USC00186350","38.9133","-76.97","15.2","1958-08-05","88","62","84"
"USC00186350","38.9133","-76.97","15.2","1958-08-06","89","64","86"
"USC00186350","38.9133","-76.97","15.2","1958-08-07","92","70","89"
"USC00186350","38.9133","-76.97","15.2","1958-08-08","89","72","84"
"USC00186350","38.9133","-76.97","15.2","1958-08-09","88","63","80"
"USC00186350","38.9133","-76.97","15.2","1958-08-10","91","64","88"
"USC00186350","38.9133","-76.97","15.2","1958-08-11","88","73","81"
"USC00186350","38.9133","-76.97","15.2","1958-08-12","89","67","85"
"USC00186350","38.9133","-76.97","15.2","1958-08-13","88","67","82"
"USC00186350","38.9133","-76.97","15.2","1958-08-14","85","72","80"
"USC00186350","38.9133","-76.97","15.2","1958-08-15","93","69","89"
"USC00186350","38.9133","-76.97","15.2","1958-08-16","90","66","77"
"USC00186350","38.9133","-76.97","15.2","1958-08-17","83","64","80"
"USC00186350","38.9133","-76.97","15.2","1958-08-18","80","61","78"
"USC00186350","38.9133","-76.97","15.2","1958-08-19","81","53","77"
"USC00186350","38.9133","-76.97","15.2","1958-08-20","85","55","82"
"USC00186350","38.9133","-76.97","15.2","1958-08-21","90","66","86"
"USC00186350","38.9133","-76.97","15.2","1958-08-22","90","69","81"
"USC00186350","38.9133","-76.97","15.2","1958-08-23","86","59","80"
"USC00186350","38.9133","-76.97","15.2","1958-08-24","86","62","83"
"USC00186350","38.9133","-76.97","15.2","1958-08-25","85","67","74"
"USC00186350","38.9133","-76.97","15.2","1958-08-26","83","61","72"
"USC00186350","38.9133","-76.97","15.2","1958-08-27","79","58","75"
"USC00186350","38.9133","-76.97","15.2","1958-08-28","78","62","74"
"USC00186350","38.9133","-76.97","15.2","1958-08-29","85","64","82"
"USC00186350","38.9133","-76.97","15.2","1958-08-30","89","57","85"
"USC00186350","38.9133","-76.97","15.2","1958-08-31","93","64","90"
"USC00186350","38.9133","-76.97","15.2","1958-09-01","86","63","76"
"USC00186350","38.9133","-76.97","15.2","1958-09-02","78","52","73"
"USC00186350","38.9133","-76.97","15.2","1958-09-03","78","50","76"
"USC00186350","38.9133","-76.97","15.2","1958-09-04","80","55","78"
"USC00186350","38.9133","-76.97","15.2","1958-09-05","88","64","86"
"USC00186350","38.9133","-76.97","15.2","1958-09-06","88","66","85"
"USC00186350","38.9133","-76.97","15.2","1958-09-07","88","66","75"
"USC00186350","38.9133","-76.97","15.2","1958-09-08","83","60","71"
"USC00186350","38.9133","-76.97","15.2","1958-09-09","76","52","72"
"USC00186350","38.9133","-76.97","15.2","1958-09-10","81","60","75"
"USC00186350","38.9133","-76.97","15.2","1958-09-11","77","52","66"
"USC00186350","38.9133","-76.97","15.2","1958-09-12","73","45","68"
"USC00186350","38.9133","-76.97","15.2","1958-09-13","78","42","75"
"USC00186350","38.9133","-76.97","15.2","1958-09-14","83","53","78"
"USC00186350","38.9133","-76.97","15.2","1958-09-15","85","54","81"
"USC00186350","38.9133","-76.97","15.2","1958-09-16","90","64","86"
"USC00186350","38.9133","-76.97","15.2","1958-09-17","92","69","88"
"USC00186350","38.9133","-76.97","15.2","1958-09-18","88","67","72"
"USC00186350","38.9133","-76.97","15.2","1958-09-19","76","56","70"
"USC00186350","38.9133","-76.97","15.2","1958-09-20","73","59","67"
"USC00186350","38.9133","-76.97","15.2","1958-09-21","69","58","65"
"USC00186350","38.9133","-76.97","15.2","1958-09-22","81","57","76"
"USC00186350","38.9133","-76.97","15.2","1958-09-23","80","49","75"
"USC00186350","38.9133","-76.97","15.2","1958-09-24","78","50","73"
"USC00186350","38.9133","-76.97","15.2","1958-09-25","84","57","80"
"USC00186350","38.9133","-76.97","15.2","1958-09-26","91","66","87"
"USC00186350","38.9133","-76.97","15.2","1958-09-27","87","56","56"
"USC00186350","38.9133","-76.97","15.2","1958-09-28","68","56","68"
"USC00186350","38.9133","-76.97","15.2","1958-09-29","68","41","63"
"USC00186350","38.9133","-76.97","15.2","1958-09-30","69","51","65"
"USC00186350","38.9133","-76.97","15.2","1958-10-01","69","49","50"
"USC00186350","38.9133","-76.97","15.2","1958-10-02","69","42","58"
"USC00186350","38.9133","-76.97","15.2","1958-10-03","61","50","55"
"USC00186350","38.9133","-76.97","15.2","1958-10-04","70","52","65"
"USC00186350","38.9133","-76.97","15.2","1958-10-05","74","49","67"
"USC00186350","38.9133","-76.97","15.2","1958-10-06","68","34","54"
"USC00186350","38.9133","-76.97","15.2","1958-10-07","69","34","63"
"USC00186350","38.9133","-76.97","15.2","1958-10-08","73","44","69"
"USC00186350","38.9133","-76.97","15.2","1958-10-09","80","47","76"
